block_id	chrom	start_pos	end_pos	number_of_mutations	number_of_patients	mutation_distribution	region_names
block_8520_1_56930392_56930392	1	56930367	56930416	1	1	1	chr1:mr31121:mix:U
block_8519_1_56046365_56046365	1	56046340	56046389	1	1	1	chr1:mr30846:hypo:D
block_8518_1_55811221_55811221	1	55811196	55811245	1	1	1	chr1:mr30737:mix:U
block_8499_1_47863987_47863987	1	47863962	47864011	1	1	1	chr1:mr27046:mix:U
block_8497_1_47254024_47254024	1	47253999	47254048	1	1	1	chr1:mr26755:mix:U
block_8496_1_45242124_45242330	1	45242099	45242354	2	1	2	chr1:mr25608:mix:U
block_8495_1_45187475_45187475	1	45187450	45187499	1	1	1	chr1:mr25574:mix:U
block_8494_1_45055154_45055154	1	45055129	45055178	1	1	1	chr1:mr25492:mix:U
block_8493_1_45049060_45049060	1	45049035	45049084	1	1	1	chr1:mr25488:mix:U
block_8492_1_44887896_44887896	1	44887871	44887920	1	1	1	chr1:mr25383:hyper:D
block_8491_1_44807452_44807452	1	44807427	44807476	1	1	1	chr1:mr25344:mix:U
block_8490_1_44597130_44597130	1	44597105	44597154	1	1	1	chr1:mr25216:hypo:D
block_8489_1_44544255_44544255	1	44544230	44544279	1	1	1	chr1:mr25183:hypo:D
block_8488_1_44352411_44352411	1	44352386	44352435	1	1	1	chr1:mr25060:mix:U
block_8487_1_44105565_44105565	1	44105540	44105589	1	1	1	chr1:mr24910:mix:U
block_8486_1_44041188_44041188	1	44041163	44041212	1	1	1	chr1:mr24877:mix:U
block_8485_1_43976067_43976067	1	43976042	43976091	1	1	1	chr1:mr24830:hyper:D
block_8484_1_42929608_42929608	1	42929583	42929632	1	1	1	chr1:mr24255:mix:U
block_8483_1_42898908_42898908	1	42898883	42898932	1	1	1	chr1:mr24235:mix:U
block_8498_1_47731436_47731436	1	47731411	47731460	1	1	1	chr1:mr26956:mix:U
block_8500_1_48116960_48116960	1	48116935	48116984	1	1	1	chr1:mr27194:hypo:D
block_8517_1_55495379_55495379	1	55495354	55495403	1	1	1	chr1:mr30581:mix:U
block_8501_1_48286061_48286061	1	48286036	48286085	1	1	1	chr1:mr27293:hypo:D
block_8516_1_55446036_55446036	1	55446011	55446060	1	1	1	chr1:mr30547:mix:D
block_8515_1_55100377_55100377	1	55100352	55100401	1	1	1	chr1:mr30334:hypo:D
block_8514_1_54824434_54824434	1	54824409	54824458	1	1	1	chr1:mr30155:mix:U
block_8513_1_54482755_54482755	1	54482730	54482779	1	1	1	chr1:mr29961:hypo:D
block_8512_1_54120371_54120371	1	54120346	54120395	1	1	1	chr1:mr29731:mix:U
block_8511_1_54052279_54052279	1	54052254	54052303	1	1	1	chr1:mr29688:hypo:D
block_8510_1_53643289_53643289	1	53643264	53643313	1	1	1	chr1:mr29476:hypo:D
block_8509_1_53583600_53583600	1	53583575	53583624	1	1	1	chr1:mr29439:mix:U
block_8508_1_53105793_53105793	1	53105768	53105817	1	1	1	chr1:mr29138:mix:U
block_8507_1_52575247_52575247	1	52575222	52575271	1	1	1	chr1:mr28841:hypo:D
block_8506_1_51843622_51843622	1	51843597	51843646	1	1	1	chr1:mr28483:mix:U
block_8505_1_49317168_49317168	1	49317143	49317192	1	1	1	chr1:mr27708:hypo:D
block_8504_1_48785145_48785145	1	48785120	48785169	1	1	1	chr1:mr27517:mix:U
block_8503_1_48702913_48702913	1	48702888	48702937	1	1	1	chr1:mr27495:hypo:D
block_8502_1_48492066_48492066	1	48492041	48492090	1	1	1	chr1:mr27409:hypo:D
block_8092_6_136147046_136147046	6	136147021	136147070	1	1	1	chr6:mr43493:mix:U
block_8091_6_135651785_135651785	6	135651760	135651809	1	1	1	chr6:mr43386:hyper:D
block_8090_6_135438546_135438546	6	135438521	135438570	1	1	1	chr6:mr43278:mix:U
block_7665_17_76954235_76954235	17	76954210	76954259	1	1	1	chr17:mr39763:mix:U
block_7674_17_78058804_78058804	17	78058779	78058828	1	1	1	chr17:mr40239:hypo:D
block_7673_17_78050034_78050034	17	78050009	78050058	1	1	1	chr17:mr40233:mix:U
block_7672_17_78043840_78043840	17	78043815	78043864	1	1	1	chr17:mr40230:hypo:D
block_7671_17_77971582_77971582	17	77971557	77971606	1	1	1	chr17:mr40199:hypo:D
block_7669_17_77159357_77159357	17	77159332	77159381	1	1	1	chr17:mr39833:mix:U
block_7667_17_77129000_77129000	17	77128975	77129024	1	1	1	chr17:mr39822:hypo:D
block_7666_17_77111165_77111165	17	77111140	77111189	1	1	1	chr17:mr39818:mix:U
block_7664_17_76895723_76895723	17	76895698	76895747	1	1	1	chr17:mr39739:hypo:D
block_7655_17_76196199_76196199	17	76196174	76196223	1	1	1	chr17:mr39381:mix:U
block_7663_17_76732229_76732229	17	76732204	76732253	1	1	1	chr17:mr39637:mix:U
block_7662_17_76658080_76658080	17	76658055	76658104	1	1	1	chr17:mr39588:hypo:D
block_7661_17_76568074_76568074	17	76568049	76568098	1	1	1	chr17:mr39547:hypo:D
block_7660_17_76533840_76533840	17	76533815	76533864	1	1	1	chr17:mr39529:hypo:D
block_7659_17_76530100_76530100	17	76530075	76530124	1	1	1	chr17:mr39526:mix:U
block_7658_17_76446779_76446779	17	76446754	76446803	1	1	1	chr17:mr39494:mix:D
block_7657_17_76427168_76427168	17	76427143	76427192	1	1	1	chr17:mr39485:mix:U
block_7675_17_78201687_78201687	17	78201662	78201711	1	1	1	chr17:mr40303:mix:U
block_7676_17_78339332_78339332	17	78339307	78339356	1	1	1	chr17:mr40369:hypo:D
block_7677_17_78698790_78698790	17	78698765	78698814	1	1	1	chr17:mr40570:hyper:D
block_7678_17_78733963_78733963	17	78733938	78733987	1	1	1	chr17:mr40591:hyper:D
block_7693_17_79891746_79891746	17	79891721	79891770	1	1	1	chr17:mr40965:hypo:D
block_7692_17_79774527_79774527	17	79774502	79774551	1	1	1	chr17:mr40925:mix:U
block_7691_17_79675381_79675381	17	79675356	79675405	1	1	1	chr17:mr40909:mix:U
block_7690_17_79614271_79614271	17	79614246	79614295	1	1	1	chr17:mr40895:hypo:D
block_7689_17_79576172_79576172	17	79576147	79576196	1	1	1	chr17:mr40872:mix:U
block_7688_17_79515016_79515016	17	79514991	79515040	1	1	1	chr17:mr40836:mix:U
block_7687_17_79479337_79479337	17	79479312	79479361	1	1	1	chr17:mr40826:mix:U
block_7686_17_79380328_79380328	17	79380303	79380352	1	1	1	chr17:mr40794:hypo:D
block_7685_17_79324359_79324359	17	79324334	79324383	1	1	1	chr17:mr40776:hypo:D
block_7684_17_79290677_79290677	17	79290652	79290701	1	1	1	chr17:mr40765:mix:U
block_7683_17_79127654_79127654	17	79127629	79127678	1	1	1	chr17:mr40721:hypo:D
block_7682_17_79108958_79108958	17	79108933	79108982	1	1	1	chr17:mr40713:mix:U
block_7681_17_79068611_79068611	17	79068586	79068635	1	1	1	chr17:mr40706:hypo:D
block_7680_17_78910508_78910508	17	78910483	78910532	1	1	1	chr17:mr40669:mix:U
block_7679_17_78896922_78896922	17	78896897	78896946	1	1	1	chr17:mr40663:mix:U
block_7656_17_76287196_76287196	17	76287171	76287220	1	1	1	chr17:mr39423:hypo:D
block_7654_17_76192628_76192628	17	76192603	76192652	1	1	1	chr17:mr39381:mix:U
block_7616_17_70531990_70531990	17	70531965	70532014	1	1	1	chr17:mr36193:mix:U
block_7626_17_72222070_72222070	17	72222045	72222094	1	1	1	chr17:mr37228:mix:U
block_7633_17_72902673_72902673	17	72902648	72902697	1	1	1	chr17:mr37594:mix:U
block_7632_17_72880447_72880447	17	72880422	72880471	1	1	1	chr17:mr37582:hypo:D
block_7631_17_72794419_72794419	17	72794394	72794443	1	1	1	chr17:mr37553:hyper:D
block_7630_17_72752830_72752830	17	72752805	72752854	1	1	1	chr17:mr37533:mix:U
block_7629_17_72540129_72540129	17	72540104	72540153	1	1	1	chr17:mr37393:hypo:D
block_7628_17_72501386_72501386	17	72501361	72501410	1	1	1	chr17:mr37373:mix:U
block_7627_17_72444294_72444294	17	72444269	72444318	1	1	1	chr17:mr37343:hypo:D
block_7625_17_71710192_71710192	17	71710167	71710216	1	1	1	chr17:mr36930:hypo:D
block_7653_17_76187381_76187381	17	76187356	76187405	1	1	1	chr17:mr39378:hypo:D
block_7624_17_71597780_71597780	17	71597755	71597804	1	1	1	chr17:mr36865:hypo:D
block_7623_17_71586228_71586228	17	71586203	71586252	1	1	1	chr17:mr36859:hypo:D
block_7622_17_71566193_71566193	17	71566168	71566217	1	1	1	chr17:mr36851:mix:U
block_7621_17_71516344_71516344	17	71516319	71516368	1	1	1	chr17:mr36818:mix:U
block_7620_17_71479208_71479208	17	71479183	71479232	1	1	1	chr17:mr36798:hyper:D
block_7619_17_71294042_71294042	17	71294017	71294066	1	1	1	chr17:mr36697:hypo:D
block_7618_17_71034295_71034295	17	71034270	71034319	1	1	1	chr17:mr36524:mix:U
block_7634_17_72952324_72952324	17	72952299	72952348	1	1	1	chr17:mr37622:hyper:D
block_7635_17_73168115_73168115	17	73168090	73168139	1	1	1	chr17:mr37741:mix:U
block_7636_17_73180399_73180399	17	73180374	73180423	1	1	1	chr17:mr37751:mix:U
block_7637_17_73566814_73566814	17	73566789	73566838	1	1	1	chr17:mr37971:mix:U
block_7652_17_76166587_76166587	17	76166562	76166611	1	1	1	chr17:mr39367:hypo:D
block_7651_17_76146257_76146257	17	76146232	76146281	1	1	1	chr17:mr39357:mix:U
block_7650_17_76125222_76125222	17	76125197	76125246	1	1	1	chr17:mr39352:hypo:D
block_7649_17_76078268_76078268	17	76078243	76078292	1	1	1	chr17:mr39330:mix:U
block_7648_17_75745212_75745212	17	75745187	75745236	1	1	1	chr17:mr39127:mix:U
block_7647_17_75686247_75686247	17	75686222	75686271	1	1	1	chr17:mr39098:hyper:D
block_7646_17_75486385_75486385	17	75486360	75486409	1	1	1	chr17:mr38984:mix:U
block_7645_17_75433829_75433829	17	75433804	75433853	1	1	1	chr17:mr38963:hypo:D
block_7644_17_75361950_75361950	17	75361925	75361974	1	1	1	chr17:mr38938:hypo:D
block_7643_17_75240170_75240170	17	75240145	75240194	1	1	1	chr17:mr38882:mix:U
block_7642_17_74693142_74693142	17	74693117	74693166	1	1	1	chr17:mr38570:mix:D
block_7641_17_74206625_74206625	17	74206600	74206649	1	1	1	chr17:mr38299:mix:D
block_7640_17_74021481_74021481	17	74021456	74021505	1	1	1	chr17:mr38188:mix:U
block_7639_17_73980055_73980055	17	73980030	73980079	1	1	1	chr17:mr38170:mix:U
block_7638_17_73794710_73794710	17	73794685	73794734	1	1	1	chr17:mr38078:mix:U
block_7694_17_79997885_79997885	17	79997860	79997909	1	1	1	chr17:mr40997:mix:U
block_7695_17_79999936_79999936	17	79999911	79999960	1	1	1	chr17:mr40998:hypo:D
block_7696_17_80060428_80060428	17	80060403	80060452	1	1	1	chr17:mr41012:mix:U
block_7744_X_108189601_108189601	X	108189576	108189625	1	1	1	chrX:mr11837:hypo:D
block_7751_X_130100143_130100143	X	130100118	130100167	1	1	1	chrX:mr13674:hypo:D
block_7750_X_128914757_128914757	X	128914732	128914781	1	1	1	chrX:mr13413:mix:U
block_7749_X_128739225_128739225	X	128739200	128739249	1	1	1	chrX:mr13361:mix:U
block_7748_X_127868252_127868252	X	127868227	127868276	1	1	1	chrX:mr13300:hypo:D
block_7747_X_127019941_127019941	X	127019916	127019965	1	1	1	chrX:mr13279:mix:U
block_7746_X_123376273_123376273	X	123376248	123376297	1	1	1	chrX:mr13145:mix:U
block_7745_X_115466664_115466664	X	115466639	115466688	1	1	1	chrX:mr12201:hypo:D
block_7743_X_95879418_95879418	X	95879393	95879442	1	1	1	chrX:mr10737:mix:U
block_7697_17_80257299_80257299	17	80257274	80257323	1	1	1	chr17:mr41096:hypo:D
block_7742_X_73948323_73948323	X	73948298	73948347	1	1	1	chrX:mr9893:mix:U
block_7741_X_72573473_72573473	X	72573448	72573497	1	1	1	chrX:mr9752:hypo:D
block_7740_X_71034457_71034457	X	71034432	71034481	1	1	1	chrX:mr9421:mix:U
block_7739_X_70897527_70897527	X	70897502	70897551	1	1	1	chrX:mr9360:mix:U
block_7738_X_69417055_69417055	X	69417030	69417079	1	1	1	chrX:mr8974:mix:U
block_7737_X_68772148_68772148	X	68772123	68772172	1	1	1	chrX:mr8914:hypo:D
block_7736_X_65717615_65717615	X	65717590	65717639	1	1	1	chrX:mr8712:mix:U
block_7752_X_133739760_133739760	X	133739735	133739784	1	1	1	chrX:mr13975:hypo:D
block_7753_X_133976959_133976959	X	133976934	133976983	1	1	1	chrX:mr14007:mix:U
block_7754_X_136754897_136754897	X	136754872	136754921	1	1	1	chrX:mr14433:mix:U
block_7755_X_149737586_149737586	X	149737561	149737610	1	1	1	chrX:mr15345:mix:U
block_7771_6_3330806_3330806	6	3330781	3330830	1	1	1	chr6:mr1794:mix:U
block_7770_6_3315509_3315509	6	3315484	3315533	1	1	1	chr6:mr1785:hypo:D
block_7769_6_3293945_3293945	6	3293920	3293969	1	1	1	chr6:mr1772:hypo:D
block_7768_6_3030654_3030654	6	3030629	3030678	1	1	1	chr6:mr1611:mix:U
block_7767_6_1554818_1554818	6	1554793	1554842	1	1	1	chr6:mr842:hyper:D
block_7766_6_1491615_1491615	6	1491590	1491639	1	1	1	chr6:mr804:mix:U
block_7765_6_1115359_1115359	6	1115334	1115383	1	1	1	chr6:mr601:mix:U
block_7764_6_944497_944497	6	944472	944521	1	1	1	chr6:mr500:hypo:U
block_7763_6_471241_471241	6	471216	471265	1	1	1	chr6:mr208:hyper:D
block_7762_6_370354_370354	6	370329	370378	1	1	1	chr6:mr151:mix:U
block_7761_6_335687_335687	6	335662	335711	1	1	1	chr6:mr126:mix:U
block_7760_X_153608653_153608653	X	153608628	153608677	1	1	1	chrX:mr16467:mix:U
block_7759_X_153357210_153357210	X	153357185	153357234	1	1	1	chrX:mr16324:mix:U
block_7758_X_153270492_153270492	X	153270467	153270516	1	1	1	chrX:mr16279:mix:U
block_7757_X_151752188_151752188	X	151752163	151752212	1	1	1	chrX:mr15582:mix:U
block_7735_X_55549187_55549187	X	55549162	55549211	1	1	1	chrX:mr8244:mix:U
block_7734_X_54978192_54978192	X	54978167	54978216	1	1	1	chrX:mr8165:hypo:D
block_7733_X_54851310_54851310	X	54851285	54851334	1	1	1	chrX:mr8154:hypo:D
block_7714_X_7818716_7818716	X	7818691	7818740	1	1	1	chrX:mr1944:hypo:D
block_7712_X_2299537_2299537	X	2299512	2299561	1	1	1	chrX:mr1165:mix:U
block_7711_X_2181856_2181856	X	2181831	2181880	1	1	1	chrX:mr1086:mix:U
block_7710_X_2175144_2175144	X	2175119	2175168	1	1	1	chrX:mr1081:mix:U
block_7709_X_2166062_2166062	X	2166037	2166086	1	1	1	chrX:mr1074:mix:U
block_7708_X_2027866_2027866	X	2027841	2027890	1	1	1	chrX:mr1013:hypo:D
block_7707_X_2025803_2025803	X	2025778	2025827	1	1	1	chrX:mr1012:mix:U
block_7706_X_1928950_1928950	X	1928925	1928974	1	1	1	chrX:mr944:mix:U
block_7705_X_1698077_1698077	X	1698052	1698101	1	1	1	chrX:mr789:hyper:D
block_7704_X_1655306_1655332	X	1655281	1655356	2	1	2	chrX:mr769:mix:U
block_7703_X_1510056_1510056	X	1510031	1510080	1	1	1	chrX:mr693:mix:U
block_7702_17_81085600_81085600	17	81085575	81085624	1	1	1	chr17:mr41436:hypo:D
block_7701_17_80680568_80680568	17	80680543	80680592	1	1	1	chr17:mr41268:hypo:D
block_7700_17_80678341_80678341	17	80678316	80678365	1	1	1	chr17:mr41268:hypo:D
block_7699_17_80452478_80452478	17	80452453	80452502	1	1	1	chr17:mr41164:mix:U
block_7698_17_80407403_80407403	17	80407378	80407427	1	1	1	chr17:mr41147:mix:U
block_7713_X_6949434_6949434	X	6949409	6949458	1	1	1	chrX:mr1847:mix:U
block_7715_X_9174566_9174566	X	9174541	9174590	1	1	1	chrX:mr2073:hypo:D
block_7732_X_48900263_48900263	X	48900238	48900287	1	1	1	chrX:mr6999:hyper:D
block_7716_X_9528626_9528626	X	9528601	9528650	1	1	1	chrX:mr2197:mix:U
block_7731_X_48527594_48527594	X	48527569	48527618	1	1	1	chrX:mr6827:hypo:D
block_7730_X_48381200_48381200	X	48381175	48381224	1	1	1	chrX:mr6760:hyper:D
block_7729_X_48380553_48380553	X	48380528	48380577	1	1	1	chrX:mr6760:hyper:D
block_7728_X_44606019_44606019	X	44605994	44606043	1	1	1	chrX:mr6039:mix:U
block_7727_X_37414353_37414353	X	37414328	37414377	1	1	1	chrX:mr5041:hypo:D
block_7726_X_17136368_17136368	X	17136343	17136392	1	1	1	chrX:mr3301:mix:U
block_7725_X_16285166_16285166	X	16285141	16285190	1	1	1	chrX:mr3141:mix:U
block_7724_X_15456835_15456835	X	15456810	15456859	1	1	1	chrX:mr3047:mix:U
block_7723_X_15367045_15367045	X	15367020	15367069	1	1	1	chrX:mr3040:hypo:D
block_7722_X_15106593_15106593	X	15106568	15106617	1	1	1	chrX:mr3003:hypo:D
block_7721_X_13030678_13030678	X	13030653	13030702	1	1	1	chrX:mr2788:mix:U
block_7720_X_12993674_12993674	X	12993649	12993698	1	1	1	chrX:mr2781:mix:U
block_7719_X_12124841_12124841	X	12124816	12124865	1	1	1	chrX:mr2652:mix:U
block_7718_X_10129767_10129767	X	10129742	10129791	1	1	1	chrX:mr2475:hypo:D
block_7717_X_9775840_9775840	X	9775815	9775864	1	1	1	chrX:mr2304:mix:U
block_7617_17_70631079_70631079	17	70631054	70631103	1	1	1	chr17:mr36258:hypo:D
block_7615_17_70409235_70409235	17	70409210	70409259	1	1	1	chr17:mr36107:hypo:D
block_8089_6_135376436_135376436	6	135376411	135376460	1	1	1	chr6:mr43251:mix:U
block_7509_17_38576185_38576185	17	38576160	38576209	1	1	1	chr17:mr19817:hyper:D
block_7516_17_41728067_41728067	17	41728042	41728091	1	1	1	chr17:mr21719:mix:U
block_7515_17_41665100_41665100	17	41665075	41665124	1	1	1	chr17:mr21670:mix:U
block_7514_17_40470199_40470199	17	40470174	40470223	1	1	1	chr17:mr20848:mix:U
block_7513_17_40346483_40346483	17	40346458	40346507	1	1	1	chr17:mr20770:mix:U
block_7512_17_39941228_39941228	17	39941203	39941252	1	1	1	chr17:mr20508:hyper:D
block_7511_17_39535729_39535729	17	39535704	39535753	1	1	1	chr17:mr20264:hypo:D
block_7510_17_38858459_38858459	17	38858434	38858483	1	1	1	chr17:mr19983:mix:U
block_7508_17_38492379_38492379	17	38492354	38492403	1	1	1	chr17:mr19768:hyper:D
block_7499_17_37192059_37192059	17	37192034	37192083	1	1	1	chr17:mr18904:mix:U
block_7507_17_38223183_38223183	17	38223158	38223207	1	1	1	chr17:mr19588:mix:U
block_7506_17_38000982_38000982	17	38000957	38001006	1	1	1	chr17:mr19444:mix:U
block_7505_17_37958524_37958524	17	37958499	37958548	1	1	1	chr17:mr19423:mix:U
block_7504_17_37947776_37947776	17	37947751	37947800	1	1	1	chr17:mr19418:mix:U
block_7503_17_37829802_37829802	17	37829777	37829826	1	1	1	chr17:mr19344:mix:U
block_7502_17_37773825_37773825	17	37773800	37773849	1	1	1	chr17:mr19308:mix:U
block_7501_17_37350007_37350007	17	37349982	37350031	1	1	1	chr17:mr19008:mix:U
block_7517_17_41820119_41820119	17	41820094	41820143	1	1	1	chr17:mr21787:hypo:D
block_7518_17_41956769_41956769	17	41956744	41956793	1	1	1	chr17:mr21873:mix:U
block_7519_17_42093267_42093267	17	42093242	42093291	1	1	1	chr17:mr21964:mix:U
block_7520_17_42142526_42142526	17	42142501	42142550	1	1	1	chr17:mr21995:mix:U
block_7535_17_44898510_44898510	17	44898485	44898534	1	1	1	chr17:mr23622:hyper:D
block_7534_17_44863747_44863747	17	44863722	44863771	1	1	1	chr17:mr23603:hypo:D
block_7533_17_44127730_44127730	17	44127705	44127754	1	1	1	chr17:mr23238:mix:U
block_7532_17_43936770_43936770	17	43936745	43936794	1	1	1	chr17:mr23106:mix:U
block_7531_17_43900876_43900876	17	43900851	43900900	1	1	1	chr17:mr23088:mix:U
block_7530_17_43829825_43829825	17	43829800	43829849	1	1	1	chr17:mr23046:mix:U
block_7529_17_43278713_43278713	17	43278688	43278737	1	1	1	chr17:mr22718:hyper:D
block_7528_17_43063028_43063028	17	43063003	43063052	1	1	1	chr17:mr22585:mix:U
block_7527_17_42899412_42899414	17	42899387	42899438	2	1	2	chr17:mr22475:mix:U
block_7526_17_42892193_42892193	17	42892168	42892217	1	1	1	chr17:mr22467:mix:U
block_7525_17_42814400_42814400	17	42814375	42814424	1	1	1	chr17:mr22423:mix:U
block_7524_17_42812333_42812333	17	42812308	42812357	1	1	1	chr17:mr22422:mix:U
block_7523_17_42614985_42614985	17	42614960	42615009	1	1	1	chr17:mr22291:mix:U
block_7522_17_42519909_42519909	17	42519884	42519933	1	1	1	chr17:mr22230:mix:U
block_7521_17_42248565_42248565	17	42248540	42248589	1	1	1	chr17:mr22054:mix:U
block_7500_17_37278738_37278739	17	37278713	37278763	2	1	2	chr17:mr18959:mix:U
block_7498_17_36757385_36757385	17	36757360	36757409	1	1	1	chr17:mr18611:mix:U
block_7614_17_70222879_70222879	17	70222854	70222903	1	1	1	chr17:mr36000:mix:U
block_7470_17_28741326_28741326	17	28741301	28741350	1	1	1	chr17:mr14297:mix:U
block_7477_17_30602728_30602728	17	30602703	30602752	1	1	1	chr17:mr15398:mix:D
block_7476_17_30375771_30375771	17	30375746	30375795	1	1	1	chr17:mr15249:mix:U
block_7475_17_30089444_30089444	17	30089419	30089468	1	1	1	chr17:mr15059:mix:U
block_7474_17_29802795_29802795	17	29802770	29802819	1	1	1	chr17:mr14898:mix:U
block_7473_17_29783990_29783990	17	29783965	29784014	1	1	1	chr17:mr14886:mix:U
block_7472_17_29072914_29072914	17	29072889	29072938	1	1	1	chr17:mr14467:mix:U
block_7471_17_28895736_28895736	17	28895711	28895760	1	1	1	chr17:mr14360:hypo:D
block_7469_17_28049594_28049594	17	28049569	28049618	1	1	1	chr17:mr13944:mix:U
block_7497_17_36723095_36723095	17	36723070	36723119	1	1	1	chr17:mr18588:mix:U
block_7468_17_28000457_28000457	17	28000432	28000481	1	1	1	chr17:mr13917:mix:U
block_7467_17_27762942_27762942	17	27762917	27762966	1	1	1	chr17:mr13773:mix:U
block_7466_17_27400589_27400596	17	27400564	27400620	2	1	2	chr17:mr13506:mix:U
block_7465_17_27011410_27011410	17	27011385	27011434	1	1	1	chr17:mr13263:mix:U
block_7464_17_26898715_26898715	17	26898690	26898739	1	1	1	chr17:mr13179:mix:U
block_7463_17_26877227_26877227	17	26877202	26877251	1	1	1	chr17:mr13164:mix:U
block_7462_17_26261470_26261470	17	26261445	26261494	1	1	1	chr17:mr12838:mix:U
block_7478_17_30914057_30914057	17	30914032	30914081	1	1	1	chr17:mr15596:mix:U
block_7479_17_31303026_31303026	17	31303001	31303050	1	1	1	chr17:mr15777:hypo:D
block_7480_17_31585097_31585097	17	31585072	31585121	1	1	1	chr17:mr15940:hypo:D
block_7481_17_31836661_31836661	17	31836636	31836685	1	1	1	chr17:mr16059:hypo:D
block_7496_17_36716098_36716098	17	36716073	36716122	1	1	1	chr17:mr18586:hyper:D
block_7495_17_36638661_36638661	17	36638636	36638685	1	1	1	chr17:mr18531:mix:U
block_7494_17_36525958_36525958	17	36525933	36525982	1	1	1	chr17:mr18468:mix:U
block_7493_17_36103413_36103413	17	36103388	36103437	1	1	1	chr17:mr18237:hyper:D
block_7492_17_36090240_36090240	17	36090215	36090264	1	1	1	chr17:mr18231:hypo:D
block_7491_17_35863007_35863007	17	35862982	35863031	1	1	1	chr17:mr18099:mix:U
block_7490_17_35429232_35429232	17	35429207	35429256	1	1	1	chr17:mr17837:mix:U
block_7489_17_35172291_35172291	17	35172266	35172315	1	1	1	chr17:mr17690:hypo:D
block_7488_17_34987856_34987856	17	34987831	34987880	1	1	1	chr17:mr17578:hypo:D
block_7487_17_33143472_33143472	17	33143447	33143496	1	1	1	chr17:mr16696:hypo:D
block_7486_17_33118972_33118972	17	33118947	33118996	1	1	1	chr17:mr16681:hypo:D
block_7485_17_32937501_32937501	17	32937476	32937525	1	1	1	chr17:mr16582:hypo:D
block_7484_17_32891016_32891016	17	32890991	32891040	1	1	1	chr17:mr16553:hypo:D
block_7483_17_32830903_32830903	17	32830878	32830927	1	1	1	chr17:mr16527:mix:U
block_7482_17_32549221_32549221	17	32549196	32549245	1	1	1	chr17:mr16391:mix:U
block_7536_17_45179484_45179484	17	45179459	45179508	1	1	1	chr17:mr23797:mix:U
block_7537_17_46107325_46107325	17	46107300	46107349	1	1	1	chr17:mr24358:hypo:D
block_7538_17_46378883_46378883	17	46378858	46378907	1	1	1	chr17:mr24516:mix:U
block_7587_17_60222131_60222131	17	60222106	60222155	1	1	1	chr17:mr31065:mix:U
block_7594_17_63034445_63034445	17	63034420	63034469	1	1	1	chr17:mr32623:hyper:D
block_7593_17_62949884_62949884	17	62949859	62949908	1	1	1	chr17:mr32570:mix:U
block_7592_17_62711363_62711363	17	62711338	62711387	1	1	1	chr17:mr32426:mix:U
block_7591_17_62503045_62503045	17	62503020	62503069	1	1	1	chr17:mr32301:mix:U
block_7590_17_62144156_62144156	17	62144131	62144180	1	1	1	chr17:mr32080:mix:U
block_7589_17_62007111_62007111	17	62007086	62007135	1	1	1	chr17:mr32003:mix:D
block_7588_17_61943735_61943735	17	61943710	61943759	1	1	1	chr17:mr31962:hypo:D
block_7586_17_59849969_59849969	17	59849944	59849993	1	1	1	chr17:mr30857:mix:U
block_7539_17_46533923_46533923	17	46533898	46533947	1	1	1	chr17:mr24581:hypo:D
block_7585_17_59635075_59635075	17	59635050	59635099	1	1	1	chr17:mr30786:mix:U
block_7584_17_59546395_59546395	17	59546370	59546419	1	1	1	chr17:mr30740:hypo:D
block_7583_17_59270856_59270856	17	59270831	59270880	1	1	1	chr17:mr30584:mix:U
block_7582_17_58920827_58920827	17	58920802	58920851	1	1	1	chr17:mr30458:mix:U
block_7581_17_58634194_58634194	17	58634169	58634218	1	1	1	chr17:mr30288:mix:U
block_7580_17_58462078_58462078	17	58462053	58462102	1	1	1	chr17:mr30181:mix:U
block_7579_17_58081680_58081680	17	58081655	58081704	1	1	1	chr17:mr29970:hypo:D
block_7595_17_63451838_63451838	17	63451813	63451862	1	1	1	chr17:mr32902:hypo:D
block_7596_17_63721592_63721592	17	63721567	63721616	1	1	1	chr17:mr33084:mix:U
block_7597_17_63861316_63861316	17	63861291	63861340	1	1	1	chr17:mr33123:mix:U
block_7598_17_64518577_64518577	17	64518552	64518601	1	1	1	chr17:mr33443:hyper:D
block_7613_17_69793823_69793823	17	69793798	69793847	1	1	1	chr17:mr35797:mix:U
block_7612_17_69492479_69492479	17	69492454	69492503	1	1	1	chr17:mr35708:mix:U
block_7611_17_68051262_68051262	17	68051237	68051286	1	1	1	chr17:mr35291:hypo:D
block_7610_17_67651967_67651967	17	67651942	67651991	1	1	1	chr17:mr35179:hypo:D
block_7609_17_66700946_66700946	17	66700921	66700970	1	1	1	chr17:mr34811:hypo:D
block_7608_17_66255892_66255892	17	66255867	66255916	1	1	1	chr17:mr34560:mix:D
block_7607_17_65714064_65714064	17	65714039	65714088	1	1	1	chr17:mr34208:mix:U
block_7606_17_65301317_65301317	17	65301292	65301341	1	1	1	chr17:mr33908:hypo:D
block_7605_17_64981131_64981131	17	64981106	64981155	1	1	1	chr17:mr33734:hypo:D
block_7604_17_64936391_64936391	17	64936366	64936415	1	1	1	chr17:mr33709:mix:D
block_7603_17_64891224_64891224	17	64891199	64891248	1	1	1	chr17:mr33684:hypo:D
block_7602_17_64771388_64771388	17	64771363	64771412	1	1	1	chr17:mr33602:hyper:D
block_7601_17_64739533_64739533	17	64739508	64739557	1	1	1	chr17:mr33579:mix:U
